Ward,Precinct,RAHM EMANUEL,WILLIE WILSON,ROBERT W. FIORETTI,"JESUS ""CHUY"" GARCIA",WILLIAM WALLS III,Votes Cast
42.0,42.0,170.0,5.0,16.0,35.0,2.0,228.0
43.0,1.0,99.0,16.0,5.0,27.0,3.0,150.0
43.0,2.0,170.0,6.0,12.0,45.0,1.0,234.0
43.0,3.0,214.0,0.0,16.0,42.0,0.0,272.0
43.0,4.0,171.0,6.0,23.0,28.0,0.0,228.0
43.0,5.0,139.0,5.0,13.0,32.0,1.0,190.0
43.0,6.0,96.0,4.0,13.0,35.0,0.0,148.0
43.0,7.0,142.0,9.0,10.0,34.0,0.0,195.0
43.0,8.0,156.0,11.0,7.0,41.0,0.0,215.0
43.0,9.0,232.0,10.0,11.0,59.0,2.0,314.0
43.0,10.0,175.0,6.0,20.0,46.0,2.0,249.0
43.0,11.0,126.0,4.0,10.0,30.0,0.0,170.0
43.0,12.0,121.0,2.0,14.0,24.0,0.0,161.0
43.0,13.0,170.0,14.0,11.0,48.0,3.0,246.0
43.0,14.0,217.0,8.0,10.0,50.0,0.0,285.0
43.0,15.0,166.0,4.0,23.0,50.0,1.0,244.0
43.0,16.0,144.0,7.0,19.0,41.0,0.0,211.0
43.0,17.0,142.0,5.0,11.0,29.0,1.0,188.0
43.0,18.0,194.0,4.0,20.0,51.0,1.0,270.0
43.0,19.0,192.0,7.0,22.0,46.0,3.0,270.0
43.0,20.0,207.0,6.0,12.0,75.0,3.0,303.0
43.0,21.0,173.0,8.0,21.0,59.0,0.0,261.0
43.0,22.0,93.0,4.0,11.0,27.0,1.0,136.0
43.0,23.0,79.0,3.0,2.0,23.0,0.0,107.0
43.0,24.0,133.0,12.0,11.0,30.0,6.0,192.0
43.0,25.0,174.0,11.0,12.0,52.0,1.0,250.0
43.0,26.0,153.0,3.0,14.0,41.0,2.0,213.0
43.0,27.0,198.0,4.0,12.0,44.0,0.0,258.0
43.0,28.0,222.0,4.0,17.0,37.0,5.0,285.0
43.0,29.0,154.0,6.0,10.0,68.0,1.0,239.0
43.0,30.0,164.0,5.0,21.0,34.0,0.0,224.0
43.0,31.0,179.0,17.0,19.0,59.0,4.0,278.0
43.0,32.0,212.0,4.0,12.0,54.0,1.0,283.0
43.0,33.0,234.0,7.0,19.0,38.0,1.0,299.0
43.0,34.0,145.0,5.0,10.0,42.0,2.0,204.0
43.0,35.0,265.0,5.0,36.0,31.0,0.0,337.0
43.0,36.0,41.0,2.0,10.0,25.0,4.0,82.0
43.0,37.0,133.0,3.0,19.0,33.0,3.0,191.0
43.0,38.0,219.0,5.0,8.0,32.0,2.0,266.0
43.0,39.0,130.0,4.0,12.0,46.0,4.0,196.0
43.0,40.0,77.0,5.0,8.0,42.0,7.0,139.0
43.0,41.0,213.0,5.0,20.0,67.0,2.0,307.0
43.0,42.0,145.0,4.0,11.0,52.0,4.0,216.0
43.0,43.0,258.0,5.0,23.0,45.0,0.0,331.0
43.0,44.0,185.0,6.0,15.0,45.0,1.0,252.0
43.0,45.0,138.0,5.0,16.0,25.0,3.0,187.0
43.0,46.0,76.0,5.0,4.0,26.0,0.0,111.0
44.0,1.0,239.0,15.0,24.0,92.0,5.0,375.0
44.0,2.0,120.0,5.0,18.0,57.0,0.0,200.0
44.0,3.0,210.0,5.0,12.0,44.0,0.0,271.0
44.0,4.0,246.0,4.0,14.0,55.0,0.0,319.0
44.0,5.0,125.0,5.0,12.0,57.0,6.0,205.0
44.0,6.0,127.0,6.0,15.0,60.0,1.0,209.0
44.0,7.0,172.0,4.0,15.0,44.0,2.0,237.0
44.0,8.0,155.0,7.0,22.0,79.0,1.0,264.0
44.0,9.0,98.0,2.0,10.0,52.0,0.0,162.0
44.0,10.0,96.0,6.0,12.0,46.0,0.0,160.0
44.0,11.0,119.0,5.0,16.0,59.0,0.0,199.0
44.0,12.0,169.0,4.0,15.0,74.0,1.0,263.0
44.0,13.0,115.0,4.0,10.0,34.0,0.0,163.0
44.0,14.0,105.0,2.0,7.0,56.0,1.0,171.0
44.0,15.0,131.0,5.0,13.0,55.0,0.0,204.0
44.0,16.0,129.0,4.0,12.0,75.0,4.0,224.0
44.0,17.0,211.0,4.0,12.0,75.0,3.0,305.0
44.0,18.0,130.0,7.0,11.0,41.0,1.0,190.0
44.0,19.0,169.0,4.0,24.0,91.0,1.0,289.0
44.0,20.0,77.0,6.0,16.0,45.0,0.0,144.0
44.0,21.0,139.0,7.0,7.0,63.0,0.0,216.0
44.0,22.0,185.0,8.0,23.0,67.0,2.0,285.0
44.0,23.0,103.0,6.0,12.0,45.0,1.0,167.0
44.0,24.0,190.0,3.0,14.0,76.0,1.0,284.0
44.0,25.0,124.0,2.0,10.0,51.0,2.0,189.0
44.0,26.0,128.0,4.0,8.0,60.0,1.0,201.0
44.0,27.0,135.0,6.0,16.0,66.0,1.0,224.0
44.0,28.0,159.0,5.0,18.0,62.0,1.0,245.0
44.0,29.0,107.0,2.0,10.0,62.0,3.0,184.0
44.0,30.0,127.0,6.0,12.0,58.0,1.0,204.0
44.0,31.0,115.0,5.0,12.0,53.0,2.0,187.0
44.0,32.0,157.0,3.0,13.0,78.0,2.0,253.0
44.0,33.0,121.0,5.0,9.0,68.0,2.0,205.0
44.0,34.0,167.0,7.0,13.0,76.0,1.0,264.0
44.0,35.0,234.0,10.0,15.0,76.0,1.0,336.0
44.0,36.0,122.0,3.0,5.0,61.0,1.0,192.0
44.0,37.0,169.0,3.0,12.0,72.0,7.0,263.0
44.0,38.0,120.0,2.0,14.0,46.0,3.0,185.0
44.0,39.0,112.0,1.0,9.0,45.0,1.0,168.0
44.0,40.0,146.0,6.0,8.0,67.0,0.0,227.0
44.0,41.0,148.0,13.0,13.0,56.0,2.0,232.0
45.0,1.0,87.0,5.0,21.0,93.0,1.0,207.0
45.0,2.0,84.0,1.0,14.0,90.0,2.0,191.0
45.0,3.0,109.0,4.0,18.0,94.0,1.0,226.0
45.0,4.0,143.0,11.0,38.0,139.0,6.0,337.0
45.0,5.0,167.0,12.0,23.0,105.0,5.0,312.0
45.0,6.0,188.0,10.0,26.0,130.0,2.0,356.0
45.0,7.0,188.0,13.0,38.0,152.0,0.0,391.0
45.0,8.0,123.0,12.0,13.0,111.0,1.0,260.0
45.0,9.0,113.0,5.0,30.0,114.0,2.0,264.0
45.0,10.0,137.0,4.0,30.0,115.0,1.0,287.0
45.0,11.0,76.0,12.0,17.0,81.0,1.0,187.0
45.0,12.0,122.0,12.0,25.0,103.0,3.0,265.0
45.0,13.0,128.0,7.0,47.0,105.0,2.0,289.0
45.0,14.0,172.0,16.0,30.0,114.0,1.0,333.0
45.0,15.0,203.0,6.0,49.0,160.0,6.0,424.0
45.0,16.0,125.0,11.0,29.0,90.0,5.0,260.0
45.0,17.0,159.0,10.0,38.0,96.0,6.0,309.0
45.0,18.0,128.0,7.0,43.0,117.0,0.0,295.0
45.0,19.0,90.0,4.0,18.0,46.0,3.0,161.0
45.0,20.0,82.0,9.0,21.0,70.0,1.0,183.0
45.0,21.0,150.0,6.0,35.0,107.0,1.0,299.0
45.0,22.0,146.0,5.0,48.0,72.0,1.0,272.0
45.0,23.0,156.0,8.0,44.0,82.0,1.0,291.0
45.0,24.0,129.0,7.0,38.0,84.0,3.0,261.0
45.0,25.0,98.0,5.0,40.0,66.0,0.0,209.0
45.0,26.0,71.0,7.0,35.0,48.0,1.0,162.0
45.0,27.0,109.0,9.0,44.0,99.0,2.0,263.0
45.0,28.0,116.0,11.0,20.0,85.0,4.0,236.0
45.0,29.0,94.0,6.0,30.0,51.0,10.0,191.0
45.0,30.0,128.0,8.0,22.0,87.0,1.0,246.0
45.0,31.0,128.0,10.0,23.0,81.0,2.0,244.0
45.0,32.0,128.0,8.0,22.0,83.0,1.0,242.0
45.0,33.0,87.0,6.0,12.0,67.0,2.0,174.0
45.0,34.0,159.0,8.0,27.0,89.0,4.0,287.0
45.0,35.0,153.0,18.0,55.0,107.0,5.0,338.0
45.0,36.0,146.0,14.0,61.0,115.0,4.0,340.0
45.0,37.0,149.0,11.0,24.0,95.0,0.0,279.0
45.0,38.0,123.0,6.0,24.0,94.0,3.0,250.0
45.0,39.0,128.0,7.0,46.0,95.0,2.0,278.0
45.0,40.0,150.0,12.0,47.0,89.0,3.0,301.0
45.0,41.0,146.0,7.0,58.0,92.0,2.0,305.0
45.0,42.0,171.0,11.0,54.0,102.0,0.0,338.0
45.0,43.0,145.0,8.0,68.0,119.0,2.0,342.0
45.0,44.0,168.0,6.0,49.0,93.0,1.0,317.0
45.0,45.0,97.0,10.0,52.0,61.0,1.0,221.0
45.0,46.0,84.0,7.0,32.0,73.0,4.0,200.0
45.0,47.0,98.0,8.0,49.0,84.0,1.0,240.0
45.0,48.0,111.0,4.0,48.0,67.0,4.0,234.0
46.0,1.0,133.0,14.0,19.0,92.0,6.0,264.0
46.0,2.0,131.0,14.0,6.0,92.0,2.0,245.0
46.0,3.0,216.0,11.0,11.0,81.0,3.0,322.0
46.0,4.0,169.0,11.0,12.0,96.0,3.0,291.0
46.0,5.0,118.0,8.0,14.0,72.0,2.0,214.0
46.0,6.0,136.0,10.0,12.0,80.0,3.0,241.0
46.0,7.0,269.0,14.0,22.0,97.0,6.0,408.0
46.0,8.0,108.0,26.0,10.0,73.0,7.0,224.0
46.0,9.0,139.0,4.0,14.0,85.0,3.0,245.0
46.0,10.0,127.0,6.0,18.0,72.0,2.0,225.0
46.0,11.0,161.0,19.0,11.0,56.0,1.0,248.0
46.0,12.0,121.0,11.0,10.0,113.0,2.0,257.0
46.0,13.0,136.0,4.0,16.0,78.0,4.0,238.0
46.0,14.0,170.0,51.0,10.0,98.0,7.0,336.0
46.0,15.0,152.0,6.0,12.0,66.0,4.0,240.0
46.0,16.0,137.0,6.0,16.0,106.0,0.0,265.0
46.0,17.0,218.0,14.0,17.0,83.0,3.0,335.0
46.0,18.0,132.0,10.0,12.0,82.0,2.0,238.0
46.0,19.0,137.0,2.0,14.0,54.0,3.0,210.0
46.0,20.0,132.0,30.0,15.0,87.0,9.0,273.0
46.0,21.0,106.0,5.0,12.0,58.0,2.0,183.0
46.0,22.0,100.0,15.0,8.0,108.0,0.0,231.0
46.0,23.0,125.0,20.0,8.0,60.0,3.0,216.0
46.0,24.0,192.0,7.0,15.0,75.0,2.0,291.0
46.0,25.0,118.0,15.0,10.0,123.0,2.0,268.0
46.0,26.0,112.0,6.0,19.0,81.0,6.0,224.0
46.0,27.0,147.0,12.0,14.0,75.0,3.0,251.0
46.0,28.0,223.0,6.0,8.0,93.0,4.0,334.0
46.0,29.0,142.0,6.0,11.0,80.0,3.0,242.0
46.0,30.0,135.0,11.0,14.0,89.0,7.0,256.0
46.0,31.0,109.0,4.0,13.0,77.0,2.0,205.0
46.0,32.0,179.0,30.0,8.0,92.0,4.0,313.0
46.0,33.0,195.0,7.0,14.0,86.0,0.0,302.0
46.0,34.0,153.0,10.0,13.0,84.0,1.0,261.0
46.0,35.0,181.0,15.0,14.0,83.0,5.0,298.0
46.0,36.0,175.0,8.0,16.0,77.0,3.0,279.0
46.0,37.0,133.0,18.0,6.0,42.0,1.0,200.0
46.0,38.0,116.0,21.0,9.0,64.0,5.0,215.0
46.0,39.0,144.0,6.0,17.0,63.0,0.0,230.0
46.0,40.0,140.0,11.0,12.0,95.0,3.0,261.0
47.0,1.0,59.0,4.0,8.0,49.0,0.0,120.0
47.0,2.0,185.0,6.0,26.0,121.0,4.0,342.0
47.0,3.0,261.0,8.0,13.0,90.0,0.0,372.0
47.0,4.0,158.0,3.0,19.0,114.0,3.0,297.0
47.0,5.0,142.0,8.0,14.0,93.0,2.0,259.0
47.0,6.0,133.0,3.0,20.0,76.0,3.0,235.0
47.0,7.0,107.0,9.0,15.0,81.0,3.0,215.0
47.0,8.0,169.0,4.0,22.0,87.0,2.0,284.0
47.0,9.0,90.0,5.0,14.0,76.0,1.0,186.0
47.0,10.0,130.0,5.0,10.0,124.0,1.0,270.0
47.0,11.0,95.0,3.0,16.0,62.0,5.0,181.0
47.0,12.0,149.0,6.0,10.0,124.0,0.0,289.0
47.0,13.0,118.0,3.0,16.0,124.0,4.0,265.0
47.0,14.0,139.0,13.0,13.0,97.0,2.0,264.0
47.0,15.0,96.0,7.0,18.0,154.0,1.0,276.0
47.0,16.0,157.0,7.0,16.0,129.0,2.0,311.0
47.0,17.0,128.0,5.0,18.0,86.0,1.0,238.0
47.0,18.0,143.0,5.0,8.0,81.0,2.0,239.0
47.0,19.0,117.0,7.0,12.0,122.0,1.0,259.0
47.0,20.0,135.0,7.0,25.0,117.0,2.0,286.0
47.0,21.0,121.0,5.0,14.0,111.0,4.0,255.0
47.0,22.0,155.0,6.0,21.0,137.0,0.0,319.0
47.0,23.0,95.0,8.0,16.0,125.0,0.0,244.0
47.0,24.0,119.0,2.0,16.0,73.0,0.0,210.0
47.0,25.0,111.0,10.0,4.0,105.0,1.0,231.0
47.0,26.0,115.0,1.0,11.0,124.0,1.0,252.0
47.0,27.0,121.0,2.0,13.0,80.0,2.0,218.0
47.0,28.0,156.0,3.0,17.0,131.0,3.0,310.0
47.0,29.0,137.0,6.0,14.0,103.0,2.0,262.0
47.0,30.0,131.0,6.0,18.0,117.0,0.0,272.0
47.0,31.0,106.0,1.0,14.0,122.0,0.0,243.0
47.0,32.0,126.0,4.0,17.0,132.0,0.0,279.0
47.0,33.0,140.0,3.0,9.0,63.0,3.0,218.0
47.0,34.0,176.0,8.0,14.0,111.0,4.0,313.0
47.0,35.0,137.0,7.0,19.0,82.0,2.0,247.0
47.0,36.0,138.0,5.0,17.0,129.0,1.0,290.0
47.0,37.0,155.0,6.0,13.0,111.0,0.0,285.0
47.0,38.0,133.0,4.0,11.0,106.0,0.0,254.0
47.0,39.0,159.0,2.0,19.0,91.0,2.0,273.0
47.0,40.0,163.0,9.0,15.0,131.0,3.0,321.0
47.0,41.0,130.0,6.0,15.0,134.0,6.0,291.0
47.0,42.0,95.0,5.0,10.0,119.0,3.0,232.0
47.0,43.0,122.0,7.0,18.0,67.0,2.0,216.0
47.0,44.0,163.0,8.0,11.0,67.0,4.0,253.0
47.0,45.0,126.0,7.0,23.0,111.0,2.0,269.0
47.0,46.0,125.0,5.0,17.0,111.0,2.0,260.0
47.0,47.0,127.0,5.0,14.0,102.0,1.0,249.0
47.0,48.0,38.0,2.0,0.0,12.0,0.0,52.0
48.0,1.0,80.0,3.0,13.0,114.0,5.0,215.0
48.0,2.0,75.0,1.0,3.0,58.0,2.0,139.0
48.0,3.0,118.0,13.0,20.0,95.0,3.0,249.0
48.0,4.0,148.0,5.0,7.0,80.0,2.0,242.0
48.0,5.0,122.0,3.0,9.0,75.0,4.0,213.0
48.0,6.0,143.0,17.0,6.0,89.0,4.0,259.0
48.0,7.0,93.0,4.0,11.0,108.0,1.0,217.0
48.0,8.0,98.0,2.0,12.0,51.0,1.0,164.0
48.0,9.0,128.0,9.0,15.0,49.0,4.0,205.0
48.0,10.0,139.0,8.0,12.0,164.0,0.0,323.0
48.0,11.0,122.0,6.0,15.0,102.0,0.0,245.0
48.0,12.0,149.0,9.0,16.0,100.0,4.0,278.0
48.0,13.0,227.0,20.0,15.0,94.0,6.0,362.0
48.0,14.0,118.0,9.0,12.0,51.0,4.0,194.0
48.0,15.0,95.0,8.0,6.0,51.0,5.0,165.0
48.0,16.0,127.0,17.0,12.0,90.0,5.0,251.0
48.0,17.0,156.0,11.0,8.0,93.0,4.0,272.0
48.0,18.0,157.0,23.0,17.0,57.0,9.0,263.0
48.0,19.0,91.0,4.0,9.0,77.0,1.0,182.0
48.0,20.0,99.0,11.0,12.0,166.0,2.0,290.0
48.0,21.0,157.0,36.0,15.0,96.0,4.0,308.0
48.0,22.0,201.0,15.0,6.0,93.0,4.0,319.0
48.0,23.0,200.0,18.0,24.0,114.0,6.0,362.0
48.0,24.0,145.0,9.0,18.0,88.0,2.0,262.0
48.0,25.0,114.0,4.0,9.0,132.0,1.0,260.0
48.0,26.0,74.0,3.0,10.0,43.0,1.0,131.0
48.0,27.0,97.0,5.0,11.0,75.0,4.0,192.0
48.0,28.0,212.0,20.0,21.0,82.0,5.0,340.0
48.0,29.0,179.0,2.0,10.0,32.0,2.0,225.0
48.0,30.0,87.0,6.0,15.0,112.0,4.0,224.0
48.0,31.0,146.0,23.0,12.0,109.0,6.0,296.0
48.0,32.0,88.0,12.0,10.0,84.0,3.0,197.0
48.0,33.0,150.0,3.0,7.0,52.0,2.0,214.0
48.0,34.0,114.0,5.0,18.0,111.0,0.0,248.0
48.0,35.0,131.0,21.0,10.0,46.0,2.0,210.0
48.0,36.0,141.0,6.0,8.0,66.0,1.0,222.0
48.0,37.0,76.0,4.0,6.0,135.0,3.0,224.0
48.0,38.0,153.0,6.0,5.0,152.0,4.0,320.0
48.0,39.0,154.0,10.0,8.0,70.0,3.0,245.0
48.0,40.0,94.0,6.0,10.0,105.0,1.0,216.0
48.0,41.0,109.0,13.0,19.0,94.0,4.0,239.0
48.0,42.0,99.0,4.0,15.0,145.0,3.0,266.0
48.0,43.0,143.0,15.0,17.0,91.0,7.0,273.0
48.0,44.0,123.0,3.0,15.0,116.0,3.0,260.0
48.0,45.0,60.0,6.0,7.0,93.0,3.0,169.0
48.0,46.0,106.0,9.0,13.0,65.0,4.0,197.0
49.0,1.0,76.0,19.0,4.0,51.0,7.0,157.0
49.0,2.0,82.0,5.0,9.0,88.0,1.0,185.0
49.0,3.0,121.0,18.0,11.0,151.0,6.0,307.0
49.0,4.0,102.0,8.0,21.0,161.0,2.0,294.0
49.0,5.0,133.0,31.0,18.0,98.0,8.0,288.0
49.0,6.0,95.0,14.0,9.0,96.0,5.0,219.0
49.0,7.0,119.0,7.0,17.0,102.0,2.0,247.0
49.0,8.0,110.0,6.0,11.0,83.0,4.0,214.0
49.0,9.0,120.0,12.0,16.0,114.0,4.0,266.0
49.0,10.0,111.0,14.0,12.0,127.0,6.0,270.0
49.0,11.0,121.0,14.0,19.0,149.0,7.0,310.0
49.0,12.0,121.0,10.0,11.0,150.0,8.0,300.0
49.0,13.0,129.0,13.0,16.0,153.0,2.0,313.0
49.0,14.0,137.0,19.0,13.0,87.0,5.0,261.0
49.0,15.0,83.0,11.0,10.0,80.0,5.0,189.0
49.0,16.0,174.0,13.0,13.0,102.0,11.0,313.0
49.0,17.0,144.0,11.0,11.0,78.0,2.0,246.0
49.0,18.0,122.0,7.0,14.0,184.0,4.0,331.0
49.0,19.0,108.0,8.0,6.0,91.0,6.0,219.0
49.0,20.0,148.0,16.0,19.0,191.0,5.0,379.0
49.0,21.0,92.0,7.0,10.0,55.0,5.0,169.0
49.0,22.0,133.0,27.0,10.0,141.0,8.0,319.0
49.0,23.0,111.0,9.0,17.0,147.0,7.0,291.0
49.0,24.0,93.0,31.0,7.0,74.0,5.0,210.0
49.0,25.0,124.0,10.0,21.0,169.0,4.0,328.0
49.0,26.0,137.0,23.0,14.0,123.0,5.0,302.0
49.0,27.0,115.0,21.0,5.0,111.0,10.0,262.0
49.0,28.0,120.0,9.0,17.0,142.0,4.0,292.0
49.0,29.0,119.0,10.0,15.0,153.0,10.0,307.0
49.0,30.0,123.0,11.0,17.0,121.0,8.0,280.0
49.0,31.0,114.0,22.0,10.0,72.0,5.0,223.0
49.0,32.0,140.0,30.0,13.0,104.0,6.0,293.0
49.0,33.0,90.0,18.0,9.0,106.0,1.0,224.0
50.0,1.0,166.0,17.0,5.0,64.0,4.0,256.0
50.0,2.0,84.0,6.0,17.0,38.0,0.0,145.0
50.0,3.0,139.0,5.0,20.0,77.0,1.0,242.0
50.0,4.0,136.0,6.0,11.0,97.0,6.0,256.0
50.0,5.0,134.0,9.0,21.0,45.0,3.0,212.0
50.0,6.0,148.0,12.0,26.0,70.0,5.0,261.0
50.0,7.0,138.0,11.0,23.0,145.0,8.0,325.0
50.0,8.0,88.0,12.0,5.0,82.0,4.0,191.0
50.0,9.0,96.0,10.0,16.0,75.0,3.0,200.0
50.0,10.0,119.0,7.0,17.0,50.0,1.0,194.0
50.0,11.0,110.0,8.0,11.0,25.0,3.0,157.0
50.0,12.0,97.0,7.0,8.0,16.0,2.0,130.0
50.0,13.0,79.0,15.0,12.0,72.0,9.0,187.0
50.0,14.0,66.0,5.0,2.0,17.0,0.0,90.0
50.0,15.0,136.0,5.0,25.0,123.0,5.0,294.0
50.0,16.0,73.0,0.0,6.0,19.0,0.0,98.0
50.0,17.0,86.0,14.0,16.0,53.0,2.0,171.0
50.0,18.0,66.0,0.0,3.0,4.0,1.0,74.0
50.0,19.0,66.0,12.0,17.0,58.0,3.0,156.0
50.0,20.0,102.0,10.0,15.0,127.0,0.0,254.0
50.0,21.0,72.0,2.0,13.0,75.0,1.0,163.0
50.0,22.0,113.0,9.0,16.0,36.0,4.0,178.0
50.0,23.0,94.0,5.0,10.0,38.0,3.0,150.0
50.0,24.0,140.0,4.0,18.0,46.0,1.0,209.0
50.0,25.0,135.0,8.0,14.0,69.0,5.0,231.0
50.0,26.0,114.0,9.0,11.0,73.0,2.0,209.0
50.0,27.0,62.0,4.0,3.0,19.0,0.0,88.0
50.0,28.0,131.0,17.0,11.0,67.0,4.0,230.0
50.0,29.0,67.0,14.0,7.0,70.0,5.0,163.0
50.0,30.0,84.0,6.0,10.0,66.0,1.0,167.0
50.0,31.0,99.0,14.0,5.0,87.0,6.0,211.0
50.0,32.0,103.0,16.0,15.0,74.0,1.0,209.0
50.0,33.0,130.0,4.0,20.0,41.0,0.0,195.0
50.0,34.0,147.0,11.0,15.0,118.0,3.0,294.0
50.0,35.0,119.0,9.0,14.0,114.0,3.0,259.0
50.0,36.0,114.0,4.0,19.0,97.0,1.0,235.0
50.0,37.0,112.0,8.0,16.0,85.0,1.0,222.0
50.0,38.0,110.0,6.0,10.0,22.0,3.0,151.0
50.0,39.0,96.0,2.0,12.0,37.0,0.0,147.0
50.0,40.0,170.0,13.0,26.0,47.0,0.0,256.0
